prof,gender,class,reviewer,review_grade,review_text,sentiment
professor name,gender,class name,reviewer name,review grade,"I loved this class! It covers a broad range of topics but focuses on how language affects the social lives and identities of different cultures. I thought it was interesting, but it may not be if you are not an anthro/ling/comm major. The course is structured like this (COVID times): weekly asynchronous lectures, weekly readings, weekly discussion section, 1 midterm, 1 final, & 2 short papers. The lectures are engaging and short- there are usually 2 per week. This is where most of the information on the tests come from, so they are important! There is a lot of reading assigned each week but they are necessary to participate in discussion. Honestly you can get away with just skimming through and knowing the main concepts. The midterm and final were incredibly easy. I got 100 on the first & 96 on the second without really doing much. He explicitly tells you everything that will be on the tests beforehand so make sure to pay attention! I'm not sure what it's like during non-COVID times, but before the midterm he held a giant review sesh and for the final he gave us a study guide. The papers are short (1-2 pages single spaced), easy, and graded by your TAs. I got a 10/10 on both. Overall, this class was a super easy A but it also had cool content. We learned a lot about hip hop and how it influences peoples lives. Alim is a great guy and very accommodating. He is lighthearted, chill, and just a caring individual. I would 100% recommend this professor if you need to take Anthro 4. Even if not, it is an easy & engaging elective. As far as TAs go, I had Sara Castro and she was great. Take the class you won't regret it!","POS: 0.988, NEU: 0.011, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"TAKE THIS CLASS!! I have absolutely zero complaints about this class and Professor Alim. He is fantastic and if you have an opportunity to learn from him, take it. Regarding the structure of the class, there are a few readings necessary for each week and he goes over what you really need to know in his lectures. There are 2 ""tests"" which he calls celebrations (how cool right) and 2 short essays and participation which comprise of the final grade. The COOLEST part about Professor Alim is that he is at the forefront of his field and a lot of the readings we discuss are what he wrote! It's so cool and maybe a once in a lifetime opportunity. Absolutely no regrets, easy class, and the professor & TAs couldn't be better!","POS: 0.991, NEU: 0.007, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Professor Alim is amazing and really cares about his students’ success. He provides so much guidance on the papers and exams and makes sure we all ace them. This class is really interesting overall and dives into the problems of mainstream “White english” in society. The only downside was how MANY readings we had to do every week. My TA required 3-2-1s to be submitted every week but they were optional for other TAs. As long as you get the gist of the readings, you’re fine for the exams. I think lectures give you the info you need to ace them. Very easy GE, 100% recommend.","POS: 0.979, NEU: 0.017, NEG: 0.004"
professor name,gender,class name,reviewer name,review grade," Selling Raciolinguistics and Linguistic Anthropology required texts (661) 339-8285 The class is pretty easy. There's 2 ""Celebrations of Knowledge"" which in every other class are usually called a midterm and final exam. They were multiple choice. Also, 2 papers which are 1-2 pages long and that INCLUDES the references. Finally, attendance in section and participation in section (both are 10% of your grade). Some TAs make you turn in 321s (3 main points, 2 questions, 1 criticism or comment about the readings) every week but my TA just had us talk about them in section during breakout rooms and then tell her what we talked about. Outside of that, there's is LOTS of reading. Expect around 100 pages a week. There's THREE required books but even then there is also PDFs uploaded to read as well. Yes, they are necessary to pass the class because you have to participate in section and the celebrations test you on specific terms and ideas in the readings. It's definitely doable though so don't get too discouraged. If you classes for a given quarter are reading heavy then maybe put this class off until later or put some other class off until later if you can. Alim himself is a GREAT teacher and very knowledgeable. A lot of the readings were written by himself and are his OWN research. The Raciolinguistics and Articulate While Black required texts are written or compiled by him and some others.","NEU: 0.747, POS: 0.249, NEG: 0.004"
professor name,gender,class name,reviewer name,review grade," selling textbooks 424-371-4691 Really easy class, prof was super chill, interesting readings.","POS: 0.988, NEU: 0.010, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," NOW CALLED ANTHRO 4!  I took this class with Professor H. Samy Alim. He seems like a great guy but this course was extremely disorganized. As a first year, it was very overwhelming to not know what was happening, and also for my TA to not know what was going on because of constant changes in the syllabus. Though I felt like I learned a lot about Black vernacular and ended up finding it interesting, I was not aware that this was what the class was about. ANTHRO 4 changes professors every quarter and going to the test bank to find exams is not helpful. I liked the energy in the class but it was constantly frustrating not knowing what was happening. There's quite a bit of readings and they are necessary to participate in discussions and for the exams. The exams were pretty easy if you attend lecture (since many of the questions are specific to lecture and not to readings). Overall this wasn't my favorite class because of its disorganization and me not knowing what the topic of the class was going to be. I did really like my TA Joelle! She's amazing!","NEG: 0.750, NEU: 0.238, POS: 0.012"
professor name,gender,class name,reviewer name,review grade,"Professor Alim is truly a nice guy. He always came to class super happy, always in a good mood. But honestly, for a GE, the workload was pretty intense. Huge amounts of readings assigned every week. The midterm and final were easy, given that the final had a study guide, but originally our exams were not suppose to be like that. He changed it up because he really enjoyed the class. The effort for the readings were condensed because the TAs were super helpful. If Wesley Wilson is still a TA, definitely recommend taking him. Extra credit was provided, twice if I remember correctly and two essays were assigned. Alim's lectures could improve. His slides are were chunks of text and he doesn't upload. However, lectures can be fun because guests are brought in to present their research and they were always refreshing.","POS: 0.986, NEU: 0.012, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Anthropology 4 was a really interesting class content-wise. Professor Alim is also a very fun-loving professor, however, his slides can be an absolute nightmare to read. He literally copies chunks from the readings and places it onto the slides. Readings were informative and interesting, and the guest lecturers were truly the highlight of this course. His midterm and final were both multiple choice, and relatively easy, however, one must really put in the effort to study the material. This is because, both the midterm and final are very detail oriented based on the reading material. The ethnographic paper was also quite a lot of fun to do.","POS: 0.982, NEU: 0.016, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,This class is now called Anthro 4. Alim was a very knowledgeable and compassionate professor.  He really cared about engaging and teaching his students. He brought in tons of guest lecturers that were equally interesting. But the class material seemed repetitive to me. It focused raciolinguistics but the majority of the quarter was spent talking about African American vernacular and its effects and left out other racial groups. The tests were not difficult if you study for them and there was opportunity for extra credit. If you try at all you can get an A.,"POS: 0.960, NEU: 0.037, NEG: 0.003"
professor name,gender,class name,reviewer name,review grade,"I feel that the below reviews are somewhat unfair.  This class is now called Anthro 4.Professor Alim is very passionate about raciolinguistics, and so, as is his prerogative, he made it the focus of his class.  He is very good about making us feel like colleagues, rather than lowly undergraduates, and makes an effort to keep it interesting.  He invites leaders in their fields to come speak to us, including Boots Riley, director of Sorry To Bother You, whose panel was extra credit.  His midterm was 25 multiple choice questions, which were pretty easy but if you get 3 wrong its already a B.  He changes slides super fast, which is kind of annoying, but the TA's were very helpful during discussion to clarify things.  There are a LOT of readings, but as an anthro major, i'm used to it.  Alim is at the forefront of the raciolinguistic field and I feel lucky to have been in his class.","POS: 0.891, NEU: 0.104, NEG: 0.005"
professor name,gender,class name,reviewer name,review grade,"Hmm, it's really surprising to me that some people write in such strongly negative reviews for Prof. Alim; ie ""avoid at all costs"".  I would recommend ignoring those reviews, as I had a really great experience with the class, and its hard for me to believe that people actually feel that way.  This class truly changed my perspective on the world in a really meaningful way, and I still think about things I learned in the class all the time. Alim is a really cool person who cares about student learning and making the class fun.  The lectures had lots of variety in media--ie youtube videos, films, etc.  This class was not easy, and doing the readings and going to lecture really was necessary, but if you work hard to understand the concepts and examples, you should do fine on the exams.  I definitely recommend this professor, and will try to take him again if he teaches another class in the future.  My grade: A+.","POS: 0.838, NEU: 0.117, NEG: 0.045"
professor name,gender,class name,reviewer name,review grade,"At first I was not a big fan of this class but as time progressed I started to enjoy it more. It seems overwhelming at first with all of the readings but I realized later that professor alim did not expect students to know every little detail. Nice teacher and nice TA's at least the guys, the girl TAs scared me a bit. Overall good class.","POS: 0.935, NEU: 0.056, NEG: 0.008"
professor name,gender,class name,reviewer name,review grade,"this was a great class! it focused on language inequality, which turned out to be a really interesting subject. a lot of assigned reading but you didnt have to do it all. if you go to lecture and skim the readings, you should be fine. alim is a really nice/cool guy who cares about the students. he's very open to talk to you during office hours, which you should talk advantage of for sure. pretty easy class and a lot of fun. ","POS: 0.992, NEU: 0.006, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"This guys was an amazing professor. He is very concerned with a students grade. He also has lots of people come during the lecture within linguistic anthropology to get you interested in the field. There is lots of reading and hw to turn in every week. But you get attendance points.  He also gives you a paper to write about 6 pages this is just to help bring up your grade since they really dont focus on details as much.  The final was also an autobiographical essay.  He also gave us an extra 2%. He is really approachable and really helpful but you must go to lecture to do well in the class. If you got to lecture you will get a B and higher at the very least if not you will be lost in the class and the reading. But he its a fun class, so help fun during his celebrations of knowledge. ","POS: 0.987, NEU: 0.012, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"Very repetitive. Way too much reading. Horribly done lectures in which he reads his slides verbatim. Ends up being a class about African American Vernacular instead of a general linguistic anthro class. Though, it is definitely very easy. Don't have to do the readings and can still get an A no problem. Honestly though, He could have taught us the concepts that it took him a quarter to teach in 2-3 weeks. Bad class that I wouldn't recommend to anyone. He's a cool guy and I like him a lot. I likely got an A in the class too. But seriously, avoid this class if you can. ","NEG: 0.530, NEU: 0.349, POS: 0.121"
professor name,gender,class name,reviewer name,review grade,"Prof tries too hard to be cool. Apart from that, there are too many reading assignments that are coupled with the stupidest assignments known to UCLA's campus: 3-2-1s, in which (for every single reading assignment) you must provide 3 important facts, 2 interesting facts, and 1 question. WTF? I thought I was done with this high school BS. If you are interested in taking a class alllllll about racial inequality in America, go for it. Otherwise, this class is boring and repetitive, with a long arduous midterm graded by obnoxious TAs. I wouldn't recommend it to anyone. ever. ","NEG: 0.974, NEU: 0.023, POS: 0.003"
professor name,gender,class name,reviewer name,review grade,Worst class ever and professor ever...the TAs suck too. Tons of reading and absolutely no guidance whatsoever. ,"NEG: 0.984, NEU: 0.011, POS: 0.005"
professor name,gender,class name,reviewer name,review grade,Prof. Alim is fun to listen to and nice to look at!  This class was interesting and I learned more about myself than in any other course I have taken here at UCLA.  He is an extremely fair grader (as long as you show honest effort you pretty much get full credit).  He is very down-to-earth.,"POS: 0.993, NEU: 0.005, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Absolutely incredible, life-changing class. Lawson worked with MLK in the civil rights movement and was one of the leaders of the student sit-in movement during the 60s--having the chance to take a class with him was amazing. He did most of the weekly lectures and is an incredibly charismatic & critical speaker--always tying issues to institutional inequalities & injustice such as the U.S. military having bases in hundreds of countries & politicians not advocating enough for the poor. He used several case studies--such as the women's suffrage movement, the immigrant youth movement, & labor organizing--to highlight the importance of nonviolent tactics. I will forever remember this course & honestly can't believe I had this opportunity.","POS: 0.971, NEU: 0.026, NEG: 0.003"
professor name,gender,class name,reviewer name,review grade,"The grading consisted of a 10-12 pg paper, project, reflection paper, log service hours, and final. At the beginning, it sounded like a lot but honestly it isn't. The project involves helping to make a nonviolence teach in happen. My role was basically promoting the event and you only  need 5 service hours so not that much. You write a 2 pg reflection on what you learned and what your experience was like. The paper isn't due until week 10 and it is straightforward. The final was easy and I studied too much for it. As long as you know the key figures of the social movements you'll be fine","NEU: 0.828, POS: 0.149, NEG: 0.023"
professor name,gender,class name,reviewer name,review grade,"When I first decided to take this class, I really had no expectations. I was in fact a little scared and overwhelmed when I read over the syllabus and saw that we had to get involve in a project and do 20 hours of service. On the first day, we were introduced to Professor Wong and my impression of him was a good one from the beginning. He introduced the course and seemed very knowledgeable but what I did notice was how much he spoke of Rev. Lawson. He gave us a brief overview of who he was and some of his work and as soon as he told us that he worked side by side Martin Luther King Jr., I already felt great awe to be in his presence. The first thing that ran through my head was, “Wow, this man is a piece of walking history!” When Rev. Lawson showed up to lecture the following week, the atmosphere in the classroom was one of excitement and anxiety to hear this man lecture. I was definitely not disappointed. He is a very wise man and I was honored to have have been thought by him. One of my favorite parts of being able to take this class with such amazing instructors was that we got a first hand account of the Freedom Riders, or Martin Luther King, of the Civil Rights Movement because who better to learn about the accounts than one of the most influential men present at the time. The class turned out a lot better than I expected. Although getting all 20hours of service is a commitment, the events that are available are really great experiences. I had so many first this year and I felt really important to be in the presence of both union workers and leaders and for once I felt part of the social struggle. Overall, this class is really an amazing experience and I would definitely recommend it to others!","NEU: 0.753, POS: 0.220, NEG: 0.028"
professor name,gender,class name,reviewer name,review grade,"Awesome class! Rev. Lawson will blow your mind, with is tactics for nonviolence. He is a walking history book. Very awesome class, simple concepts to learn. It was really enjoyable. We had 3 reflections 2 pages each, 1 final paper, and a final exam. simple stuff. Guest Speakers were amazing, and you will really learn a lot. Reading is a little on the heavy side, but it is enjoyable. Take this class if  you can. WIll not regret!","POS: 0.993, NEU: 0.005, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,I thought he was very effective.  He is a civil rights activist who has led social movements since working with MLK in the 50s and 60s.  He is very knowledgeable and insightful and Is open to answering questions in class.  He is very kind.,"POS: 0.986, NEU: 0.012, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"A jazz legend, enough said.","POS: 0.980, NEU: 0.018, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Easy A, take him.","NEU: 0.644, POS: 0.344, NEG: 0.011"
professor name,gender,class name,reviewer name,review grade,This is a notoriously easy class. That being said expect to meet some of the most questionable people of ucla. Professor Burrell is a really cool guy and I met most of the ethnomusicology and jazz majors and they are awesome! But a lot of people in this class were super disrespectful to Professor Burrell and makes you question how these people even got into ucla....wow....ANYWAY....I HIGHLY RECOMMEND THIS CLASS.,"POS: 0.666, NEU: 0.206, NEG: 0.128"
professor name,gender,class name,reviewer name,review grade,"Easy GE only 3 assignments, if you don't want to read the books just show up to lecture, jot a few notes and you got your essay there. Final exam is take home 7 questions with an 8th optional about how this class has helped you. pretty cool that you get to take a class with a jazz legend Kenny Burrell. JAZZ","POS: 0.952, NEU: 0.046, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," Mr. Burrell is a good and fair teacher, but not necessarily one I'd recommend. While he loves his subject, Duke Ellington, the scope of the class is too narrow to spend 10 weeks on. After a while it gets repetitive.  He is not a fast speaker, but his lecture style is good enough and he incorporates both music and video into his teaching. Being a musician, he is not really up to the level of lecturing UCLA students are accustomed to. He is however, very nice and understanding and does everything he can to make the class enjoyable and informative. While I enjoyed the class at times, most of the time I found myself losing concentration as he went over the same topics again and again. As far as grading, this class is very easy. I took very few notes and did no readings until I wrote the two required papers and I got an A in the class. Pros: Initially interesting subject, taught by a Jazz legend, Very easy A, no notes required, no readings required, Very nice teacher Cons: Repetitive, Slow Speaker, Too narrow of a subject","POS: 0.936, NEU: 0.059, NEG: 0.004"
professor name,gender,class name,reviewer name,review grade,"I took this class for Ellingtonia...Easy A!!! And the material is really interesting, I enjoyed the class. I have both the Duke Ellington books and can sell them for $30 for both!! contact me at a_keilo@yahoo.com","POS: 0.992, NEU: 0.006, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," Took this class Winter 2010. 3 Assignments. No exams. All take home papers. Midterm Paper 4-6 pagesTerm Paper 6-8 PagesFinal Paper 6-8 Pages (Answer the 7 questions he gives you) That's it. The class meets once a week for 10 weeks. Don't have to show up during the final's week. He's really flexible about when to turn in the assignments too.  As far as the class goes, very interesting material the first few weeks. The class is set up that the first 1.5 hours is lecture/discussion, break 10 minutes, then a video for 1.5 hours. As far as I understand, you will get an A for just doing the 3 assignments. Attendance is mandatory though as he has a sign-in sheet. Prof Burrell is an amazing person. But I can agree with the comments regarding the class setup. It's seems a little mismatched with people from a music background and those without. We don't go into music theory, but talk mostly about the man himself.... Which is nice for the first few weeks, but then gets a bit repetitive. Overall, easy class. I enjoyed it.  ","POS: 0.847, NEU: 0.151, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,?,"NEU: 0.877, NEG: 0.074, POS: 0.048"
professor name,gender,class name,reviewer name,review grade,Fun class easy A! I have both Duke Ellington books for $30! Contact me at a_keilo@Yahoo.com,"POS: 0.992, NEU: 0.007, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," I think my issue was more about the individual philosophers than the professor himself.  For those purely skimming reviews to figure out whether or not to take him, my one word response would be ""meh"" Content-wise, you're looking at two five page papers (!!!) and an open-note final all worth about a third of the grade each. Fair enough.  The prompts in and of themselves are ridiculously vague and subjective, but over the weeks he explains them in such detail that it won't take you very long to write. The con, however, is that unless you're into philosophy (I'm not), this ain't a walk in the park.  Personally, stuff like Marx and Nietzsche makes me really, really want to go away to my happy place.  By the end of the course, I realized it was much more of a philosophy course than a political theory course (example: possible final essay question - ""what is the nature of reality?""  Not so much the political question).  IF that's your thing, then by all means... I ended up with an A-...no complaints there, especially since I didn't like the material.  Lectures are long and phil-heavy, and somewhat provides insight on readings.  He's super open with students and really welcoming. It's ironic that this review generally seems favorable because I really, really hated this class.  Take what you will from it.","NEU: 0.723, NEG: 0.244, POS: 0.033"
professor name,gender,class name,reviewer name,review grade," Very interesting man to say the least. He was full of life and knowledge, not only about political science but about so many other aspects in life. The man is not only a genius in political theory, but he is also a psycho analyst who has a tendency of bringing instruments in class to get his ideas across. The breakdown of the class was: 2 essays each worth 30% and the final which was also 30%. I like that because nothing was more or less important than the other. If you do well on the first two essays, the final won't be that intimidating. The essays are reasonable. You might want to cry when you read the first essay prompt, but don't. He explains everything so well for his students that it is really hard to mess up. He basically outlines what your essay should consist of. The final is open books and open notes and consists of two essays. Don't get too excited that's just as dangerous. If you are planning on taking in notes MAKE SURE TO ORGANIZE THE CRAP OUT OF THEM! Label philosophers and the idea they are talking about on each page! If your notes are organized enough the final will basically write it self out. :)  I got an A+ and an A- on my essays and an A- on the final. Ended up with an A in the class. Oh btw... go to discussion even though it is not mandatory so you don't look like a moron when you turn in your paper. There are certain ideas and what not that TAs really clarify, and they have specific preferences that you should follow. My TA was amazing. Absolutely loved her! The main reason I did so well in the class was because of her help. BE PREPARED TO READ! EVERYTHING! You will NOT get by if you just show up to lecture and expect to retain enough detailed information to do well on the essays or the final. Yes, there was a certain point in the class when I wanted to strangle every philosopher that we were going over. Nonetheless, Wolfenstein tries his hardest to make the class/subject enjoyable and he definitely accomplished that. You learn a lot in his class (not only about political science). Yes, I worked my ass of for the A, but I definitely do not regret it. Wolfenstein is by far the best, most caring, most involved, and most challenging professor I have come across at UCLA.  So I won't steer you towards or away from Wolfenstein. I personally loved the class, but if you just want a class that allows you to get by without really doing much, keep going though the Schedule of Classes and find another one. ","POS: 0.972, NEU: 0.026, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Prof Wolfenstein was my first PS professor at UCLA. He was endearing (he sometimes brought a guitar to class and sang and played!), enthusiastic, a great teacher and explained everything very well and was absolutely clear on every point. He posted thorough online notes ever week which were pretty in depth for something that was just a summary. There were 2 essays and a final, on which there were 2 essay questions. When some one asked how much writing is expected for each essay question on the final, he just said ""well bring as many blue books as you think you'll need"". I was so exhausted during the final, which i found difficult. However the best part about the final is it is open book! You could bring any notes or books, just not laptop. The first two essays and the final were all 1/3 of the grade. I ended up getting an A-; I'm a PS major and this class was a great introduction to what I was already interested in. My TA was great too, definitely ask for help or guidance on the essays, which your TA will be grading... therefore they'll have a big impact on what your final grade is. Discussion isn't mandatory, but is helpful if you need clarification on any points.Take this class if you're ready to read all 4 books (sounds like a lot but he summarizes in class and the reading is interesting anyway), work hard on the essays, and take additional notes in lecture. He's engaging so you won't be bored. I actually looked forward to going to lecture!","POS: 0.988, NEU: 0.010, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," I am a Poli Sci major and took this class after being told amazing things about Wolfenstein by a high-school friend who just graduated from UCLA. After taking PS10 with him, I can see why many students think he is so great. Before I get into the class/prof, I will cut to the chase about the GRADE since that is what you are probably most concerned with. I am a freshman who received an A+ in PS 30 and 40 this year. I am praying that I will receive at least an A- in PS 10. The class is by no means easy. I would strongly recommend avoiding PS 10 with Wolfenstein (not sure about the class with other profs) if you plan on taking it only for a GE or to maybe get a ""taste"" of PS. If you fit into one of those categories, go take PS 40 with Schwartz and cruise by with an A+ without trying at all. Like I said, I came into this class knowing it was not going to be easy, and it wasn't. However, even if my GPA suffers because of taking 10 with Wolfenstein, I do not regret my decision. I can say that in my first year at UCLA, I learned the most in Wolfenstein's class and I actually grew as a person. As seen in other reviews, his lectures will inspire you. I know so many people in the class who never attended class because he posted lecture notes with all the relevant facts. But in honesty, if this topic interests you, every lecture will be entertaining. I cannot remember the last time I was so engaged in a class. It is important to note that taking 10 with Wolfenstein is misleading since the class is ""PS 10: Intro to Political Theory."" My best friend at UCLA took Philosophy 6 this quarter (Intro to Political Philosophy) and I will say that PS 10 is way more of a philosophy course. If you are looking for a PS class that will analyze the structures of government and reasons for their existence, PS 10 with Wolfenstein is probably not for you. He takes the works of political theorists (Plato, Marx, Locke, and Nietzsche) to an entirely higher level. In short, this class includes ontological, metaphysical, and epistemological ideas that receive equal weight to issues you would expect to receive more focus, such as the origin of the state, nature of justice, and notions of freedom.  I think PS 10 not being what I expected it to be is why I enjoyed it so much. I cannot stress enough that I have not experienced ""learning"" like this in a formal setting for a very long time. Wolfenstein's lectures provoked many thoughts in me that I actually delved into randomly. If you have any serious interest in trying to get a better understanding of how humans act by nature and such consequences of that nature, I seriously recommend this course. Taking it at the same time as PS 30 gave me an amazing educational experience this quarter (not to sound cheesy). But seriously, ending my spring quarter by trying to tie all these philosophical theories together into one ""big picture"" made me feel like I am leaving UCLA this summer on a better off note than when I arrived here.","POS: 0.852, NEU: 0.134, NEG: 0.013"
professor name,gender,class name,reviewer name,review grade," Professor Wolfenstein was very intriguing. In this class you cannot just show up expecting a lecture he goes old school by actually expecting students to have read the books; considered their own opinions; considered alternate opinions; and to engage in discussions amongst each other!! With that said, there are not wrong ideas everyone who gave their input was respected and able to develop within the safety of the class. There were very interesting thoughts and proposed solutions amid these difficult and emotionally provoking stories.  Advice: Read the books, check out the cliff notes, ask questions and let yourself enjoy the class. I got an A, and I admit I missed a lot of the class. But when I was there, I was really a partner in the class. When I wasnt there, I was still a partner because I really did the reading and ingested the materials. ","POS: 0.854, NEU: 0.141, NEG: 0.005"
professor name,gender,class name,reviewer name,review grade,"Robert Mendoza was my instructor (he wasn't listed). This was genuinely the best class I took this quarter. Each class was run like a socratic seminar, and we just discussed the assigned readings. In terms of the workload, we were assigned a weekly discussion post that was not difficult if you stayed current with the reading. We read a collection of poems and short stories as well as one memoir and one novel. The material was contemporary and really engaging, and I think even non-English majors would enjoy this class. Robert is very kind, and it is very clear that he cares a lot about his students and our input (he would often end lecture by thanking us all for our participation). I was bummed that this class was cut short by the TA strike. If you need to fulfill your writing 2, definitely take this class!","POS: 0.991, NEU: 0.008, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"Learned a ton because I wasn't focused on the workload. Goyal is the best professor ever. Even if this class is for a GE, TAKE IT!","POS: 0.993, NEU: 0.005, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Your grade depends on your TA.  I had Sal, he was really cool and helpful. Also, this class covers books, movies, image galleries etc., it's not too monotonous. Grade:Attendance 15%Discussion Sections participation: 15%Gallery project 15%Paper 1: 25%Paper 2: 30%Prof. Goyal herself is cool too. She's knowledgeable and the issues discussed in class are pretty relevant and current. You don't need to do all the readings 100%, just focus well on the ones you'll be writing about.","POS: 0.984, NEU: 0.015, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"She was amazing.People found her intimidating because she was extremely organized, prepared, intelligent and well put but I liked her. She is calm and soft spoken.Her lectures never went on tangents or got lost; she always made her point, had evidence to back up her arguments and referred to page numbers multiple times. Her office hours were great: you could sit and go over anything and she would repeat and explain until you understood. Her midterm was wonderful! The study sheet was EXACTLY like the test. By studying off of it, I was 100% prepared! There are no papers in this class!!! YAY! The midterm and final, plus attendance, make up your grade but the material, lectures, and study guides help you through them.I recommend her because she really cares about her students. When she got stuck in Ireland, she posted videocam lectures. She had movies for us to watch and articles/essays to read. Very, very pleasant person!","POS: 0.982, NEU: 0.016, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"  You should take this course! You won't regret it! Professor Streeter is an amazing professor, who really cares about her students.Truthfully, I've never learned so much is such a short amount of time! Her lectures are really in depth, so it is important to do the readings  before hand that she assigns and GO TO OFFICE HOURS. Sometimes the class is too big, so she can't answer all the students questions, so office hours is a great chance to meet with her one on one, and talk to her about the questions you might have about the course and the best way to approach the class. There are readings, but as long as you read, she will do the rest and show you what is important. Because it was a GE for me, I was nervous coming in not knowing a single thing about Black Intellectual thought, but she knows that; that is why asking questions on the things you don't understand is important. I really hope this helps. With regards to grading, which most students are concerned about whenever they take a GE Course, it is important to understand her lectures and do the readings, and if you have questions to go to office hours, and the grade will show. She is actually not that hard of a grader, even though you might have a different  answer to her question, as long as you use what she has told you and give evidence and proof to support your answer, you will be great!  Put in the effort, and your grade will show.  Structure of the class during spring quarter: -Weekly quizzes just to make sure you attended lecture and were paying attention- midterm and a final ( which was not cumulative, but could use material learned before the midterm on the final) ","POS: 0.987, NEU: 0.012, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," Professor Streeter is well versed in the course material. We explored various authors such as W.E.B. Du Bois, Booker T. Washington, Ida B Wells. and Bell Hooks. By the way, the course title is, Black Intellectual Thought. I enjoyed the class because Streeter brought in her mastery of English and a feminist critique to the course material. Reading the assigned books helps you to lay a framework for the concepts discussed in lecture. The lecture compliments the readings by giving context to the social and historical realities of the particular time period, it is not simply a review of what we read. So, it definitely behooves you to attend lecture. If you have a background in African- American Studies, you will absolutely love this course.If you aren't so familiar with African- American Studies or history, that is fine too because Professor Streeter is really dedicated to making sure students understand the material.  Another plus is that her humor is quirky and lightens the atmosphere when discussing difficult topics (i.e. sexual violence of slavery). ","POS: 0.964, NEU: 0.035, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"Streeter is pretty confusing so if you like organization and clarity DO NOT take this class. I still maintained to get an A. There were 2 short essays, one midterm test, and a 6 page final paper. I managed to do well on everything because it's not too difficult, but I don't feel like I learned much from attending lecture.","NEG: 0.853, NEU: 0.132, POS: 0.015"
professor name,gender,class name,reviewer name,review grade,"Professor Streeter was a great professor, she was always very communicative and passionate about her teaching subject. The lectures were always very open for questioning and discussions. There's really not much to say but this is definitely a great class to take for the diversity requirement at UCLA or even the AFAM major requirement. I do have to say that for knowledgeable black students this can definitely be a little more on the boring side due to the fact is a lot of repeated information about slavery, new and old jim crow, and injustice lawmaking that you may already have knowledge about. But it's great for knowing more about yourself and to do it for a grade. A nice refresher from learning about old white men. There is a heavy heavy reading assignment list, but if you watch summaries, listen to lectures, and just already have an idea of the concepts you should be able to get past that.","POS: 0.973, NEU: 0.024, NEG: 0.003"
professor name,gender,class name,reviewer name,review grade,"Professor Streeter is a great professor, she is very caring and helpful. She is not the best lecturer though but you can skip lecture and still have no problem getting an A (as long as you read the assigned books). There is a lot of reading but the course material itself is VERY INTERESTING and the class is fairly easy!-I AM SELLING PDF VERSION OF THE FOLLOWING BOOKS:-Lectures of Liberation (1 and 2) by Angel Davis-Narrative of the Life of Frederick Douglass, by Frederick Douglass-Incidents in the Life of a Slave Girl Written by Herself-Angela Davis An Autobiography -The Meaning of Freedom by Angela DavisSEND ME A QUICK EMAIL:andrew87mendez@gmail.com","POS: 0.989, NEU: 0.009, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," If you can, avoid Streeter for AfroAM6... She is a sweet lady however, her lectures were confusing, she was always late and most of the time the lectures had nothing to do with the books we read.. On the plus side, only papers.. no exams. Three 2page thought papers throughout the quarterone midterm paperand one final paper All you had to do was skim the books basically and you're golden.. I would take this course again, just I would not have went to lecture.. Easy A course tho","NEU: 0.504, POS: 0.278, NEG: 0.217"
professor name,gender,class name,reviewer name,review grade,"Professor Streeter is a great professor, she is very caring and helpful. She is not the best lecturer though but you can skip lecture and still have no problem getting an A (as long as you read the assigned books). There is a lot of reading but the course material itself is VERY INTERESTING and the class is fairly easy!-I AM SELLING PDF VERSION OF THE FOLLOWING BOOKS:-Lectures of Liberation (1 and 2) by Angel Davis-Narrative of the Life of Frederick Douglass, by Frederick Douglass-Incidents in the Life of a Slave Girl Written by Herself-Angela Davis An Autobiography -The Meaning of Freedom by Angela DavisSEND ME A QUICK EMAIL:andrew87mendez@gmail.com","POS: 0.989, NEU: 0.009, NEG: 0.001"
